id,model,score,bleu,rougeL,semantic,tags
2,promptA,0.700000023841858,0.0,1.0,1.0000000596046448,"qa,geo"
1,promptA,0.7,0.0,1.0,1.0,"qa,geo"
2,promptB,0.3204957485198975,0.0,0.0,0.8012393712997437,"qa,geo"
1,promptB,0.29935745000839237,0.0,0.0,0.7483936250209808,"qa,geo"
