id,model,score,bleu,rougeL,semantic,tags
1,promptB,0.5973885528295776,0.16058516370438436,0.47058823529411764,0.8481900990009308,"security,definitions"
1,promptA,0.546869931127625,0.25271148634948987,0.4,0.7526552677154541,"security,definitions"
2,single,0.5078850181192247,0.030372940354383413,0.3744588744588745,0.7789455354213715,"software,testing"
3,promptA,0.4771848781151036,0.044109290859331504,0.24,0.7927260398864746,"ml,optimization"
3,promptC,0.33005007952895143,0.01098475607466579,0.0,0.6557062566280365,"ml,optimization"
