id,model,score,bleu,rougeL,semantic,tags
1,pA,0.6534515535766965,0.2277210132111386,0.6153846153846153,0.8465839326381683,sum
1,pB,0.33562672061268584,0.06770186228657867,0.15384615384615383,0.5518650040030479,sum
